Country,Deposit ID,Deposit Name,Deposit Type,Deposit Subtype,Resource Range,Grade Range (Teor)
South Africa,4416,St Helena Tailings,Paleo-quartz-pebble conglomerate,Au-Dominant,≥1000 - <2500,≥0.01 - <0.05
South Africa,5569,Stilfontein,Paleo-quartz-pebble conglomerate,Au-Dominant,≥10000 - <25000,≥0.01 - <0.05
South Africa,5166,Sutherland 1,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
South Africa,4301,Sutherland 2,Sandstone,Tabular,≥5000 - <10000,≥0.05 - <0.10
South Africa,5165,Suurkop,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
South Africa,6772,Swartkop,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
South Africa,5173,Tamboersfontein,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
South Africa,1669,Tau Tona,Paleo-quartz-pebble conglomerate,Au-Dominant,≥1000 - <2500,≥0.01 - <0.05
South Africa,4414,Tierhoek,Sandstone,Tabular,≥2500 - <5000,≥0.10 - <0.20
South Africa,4344,Tshepong,Paleo-quartz-pebble conglomerate,Au-Dominant,≥2500 - <5000,≥0.01 - <0.05
South Africa,5202,Tweepan,Paleo-quartz-pebble conglomerate,Au-Dominant,≥300 - <1000,≥0.01 - <0.05
South Africa,5209,Umzinto,Intrusive,Anatectic pegmatite-alaskite,≥300 - <1000,≥0.05 - <0.10
South Africa,5210,Unisel,Paleo-quartz-pebble conglomerate,Au-Dominant,≥25 - <300,>0 - <0.01
South Africa,4243,Vaal Reefs Mine,Paleo-quartz-pebble conglomerate,Au-Dominant,≥100000 - <1000000,≥0.01 - <0.05
South Africa,1286,Vaal River Tailings,Paleo-quartz-pebble conglomerate,Au-Dominant,≥25000 - <50000,>0 - <0.01
South Africa,4415,Vermeulenskraal,Paleo-quartz-pebble conglomerate,Au-Dominant,≥2500 - <5000,>0 - <0.01
South Africa,4338,Vermeulenskraal North,Paleo-quartz-pebble conglomerate,Au-Dominant,≥5000 - <10000,>0 - <0.01
South Africa,5235,Vindragersfontein,Sandstone,Tabular,≥1000 - <2500,≥0.01 - <0.05
South Africa,4244,Virginia,Paleo-quartz-pebble conglomerate,Au-Dominant,≥10000 - <25000,≥0.01 - <0.05
South Africa,4246,Vogelstruisbult,Paleo-quartz-pebble conglomerate,Au-Dominant,≥1000 - <2500,≥0.01 - <0.05
South Africa,5248,Vrede,Paleo-quartz-pebble conglomerate,Au-Dominant,≥25 - <300,≥0.05 - <0.10
South Africa,4407,Vredefort,Paleo-quartz-pebble conglomerate,Au-Dominant,≥2500 - <5000,≥0.01 - <0.05
South Africa,4248,Waterval,Paleo-quartz-pebble conglomerate,Au-Dominant,≥25 - <300,≥0.01 - <0.05
South Africa,5252,Welgemoed,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
South Africa,4249,Welkom Mine,Paleo-quartz-pebble conglomerate,Au-Dominant,≥1000 - <2500,≥0.01 - <0.05
South Africa,4347,Weltevreden,Paleo-quartz-pebble conglomerate,Au-Dominant,≥2500 - <5000,≥0.01 - <0.05
South Africa,5570,West Coast Sandveld,Phosphate,Minerochemical phosphorite,≥10000 - <25000,>0 - <0.01
South Africa,4250,West Rand Consolidated Mine,Paleo-quartz-pebble conglomerate,Au-Dominant,≥10000 - <25000,≥0.05 - <0.10
South Africa,1978,West Rand Tailings (Wrtrp),Paleo-quartz-pebble conglomerate,Au-Dominant,≥25000 - <50000,>0 - <0.01
South Africa,1979,West Witts Tailings (13 Tailings),Paleo-quartz-pebble conglomerate,Au-Dominant,≥10000 - <25000,>0 - <0.01
South Africa,600,Western Areas Mine,Paleo-quartz-pebble conglomerate,Au-Dominant,≥5000 - <10000,≥0.01 - <0.05
South Africa,601,Western Deep Levels Mine,Paleo-quartz-pebble conglomerate,Au-Dominant,≥10000 - <25000,≥0.01 - <0.05
South Africa,602,Western Holdings,Paleo-quartz-pebble conglomerate,Au-Dominant,≥25000 - <50000,≥0.01 - <0.05
South Africa,599,Western Rand Tailings,Paleo-quartz-pebble conglomerate,Au-Dominant,≥5000 - <10000,>0 - <0.01
South Africa,5571,W'Gunst,Paleo-quartz-pebble conglomerate,Au-Dominant,≥25 - <300,>0 - <0.01
South Africa,5256,Wilgerboschkloof,Sandstone,Tabular,>0 - <25,≥0.05 - <0.10
South Africa,5257,Winkelhaak Tailings,Paleo-quartz-pebble conglomerate,Au-Dominant,≥1000 - <2500,>0 - <0.01
South Africa,5258,Witrand,Paleo-quartz-pebble conglomerate,Au-Dominant,≥25 - <300,>0 - <0.01
South Africa,5572,Wolwehuis,Paleo-quartz-pebble conglomerate,Au-Dominant,≥1000 - <2500,>0 - <0.01
South Africa,1890,Zandkopsdrift,Intrusive,Plutonic,≥1000 - <2500,>0 - <0.01
South Africa,4251,Zandpan,Paleo-quartz-pebble conglomerate,Au-Dominant,≥1000 - <2500,≥0.01 - <0.05
South Africa,4292,Zuurbekom,Paleo-quartz-pebble conglomerate,Au-Dominant,≥10000 - <25000,≥0.01 - <0.05
Spain,1963,Alameda North Zone 19,Granite-related,Perigranitic,≥300 - <1000,≥0.01 - <0.05
Spain,608,Alameda North Zone 2,Granite-related,Perigranitic,≥300 - <1000,≥0.01 - <0.05
Spain,1964,Alameda North Zone 21,Granite-related,Perigranitic,≥300 - <1000,≥0.01 - <0.05
Spain,1656,Alameda South,Granite-related,Perigranitic,≥5000 - <10000,≥0.01 - <0.05
Spain,5287,Almaret-Fraga-Mequinenza,Lignite-coal,Stratiform,≥50000 - <100000,≥0.01 - <0.05
Spain,4437,Anexo (Zona III),Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Spain,5316,Argaminas,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,5315,Cabra Baja,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,5289,Calaf area,Lignite-coal,Stratiform,≥25000 - <50000,≥0.01 - <0.05
Spain,7434,Calderilla,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,5318,Cancho de Queso,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,4252,Caridad,Granite-related,Endogranitic,≥25 - <300,≥0.01 - <0.05
Spain,5319,Casa del Gallo,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,1670,Cristina,Granite-related,Perigranitic,≥300 - <1000,≥0.01 - <0.05
Spain,5573,Cuellar,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,7435,Cumbre del Piano,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,5320,El Bodegon,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,5321,El Castillo,Granite-related,Perigranitic,≥25 - <300,≥0.01 - <0.05
Spain,5574,El Coranno,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,4616,El Lobo,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
Spain,4618,El Olivar-Canada Gil,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Spain,612,El Pedregal,Granite-related,Perigranitic,≥1000 - <2500,≥0.05 - <0.10
Spain,5575,El Penascal,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,5322,El Piojo,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,7436,El Sabio,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,5323,El Saguazal,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,4619,El Zarzal,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
Spain,5324,Encinalosa,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
Spain,5576,Eureka,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Spain,4629,Extension Sur (Zona V),Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Spain,1215,Gambuta ,Granite-related,Perigranitic,≥2500 - <5000,≥0.01 - <0.05
Spain,5325,Hocino Norte,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,5326,Hocino Sur,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,5327,La Carretona,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,5577,La Casa de Trecentos,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,5328,La Dehesa del Medico,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,5329,La Dehesilla,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,1744,La Espigadera,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Spain,4811,La Intermedia,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
Spain,5330,La Marina,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,5331,La Plana,Metamorphite,Structurally-controlled,>0 - <25,≥0.01 - <0.05
Spain,4816,La Virgen,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,5332,La Zafrilla,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,5333,Las Canas,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,4254,Las Carbas,Granite-related,Perigranitic,≥25 - <300,≥0.01 - <0.05
Spain,5334,Las Perdices,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,5312,Los Ratones,Granite-related,Endogranitic,≥300 - <1000,≥0.20 - <0.50
Spain,4851,Luzon (Zona IV),Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Spain,1671,Majuelos,Metamorphite,Structurally-controlled,≥5000 - <10000,≥0.05 - <0.10
Spain,4874,Maria Lozano,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
Spain,615,Mazarete (Zona I),Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Spain,4412,Mazarete Extension W (Zona II),Sandstone,Tabular,≥2500 - <5000,≥0.05 - <0.10
Spain,5335,Monesterio,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Spain,4955,Ojaranzo,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
Spain,1672,Palacios North And South (Mina D),Metamorphite,Structurally-controlled,≥2500 - <5000,≥0.01 - <0.05
Spain,7437,Pedro Negro,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,5050,Raso des los Machos,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
Spain,618,Retortillo,Granite-related,Perigranitic,≥5000 - <10000,≥0.01 - <0.05
Spain,1421,Sageras,Granite-related,Perigranitic,≥2500 - <5000,≥0.01 - <0.05
Spain,5090,San Valentina,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
Spain,5288,Santa Coloma de Queralt,Lignite-coal,Stratiform,≥25000 - <50000,≥0.01 - <0.05
Spain,1309,Santidad,Granite-related,Perigranitic,≥1000 - <2500,≥0.01 - <0.05
Spain,5336,Teso,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,7438,Toril de Centeno,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,5314,Valdemarco,Granite-related,Perigranitic,≥25 - <300,≥0.05 - <0.10
Spain,7439,Valderascon,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Spain,5578,Valdescorbo,Granite-related,Perigranitic,>0 - <25,≥0.01 - <0.05
Spain,613,Villar,Granite-related,Perigranitic,≥1000 - <2500,≥0.01 - <0.05
Spain,1965,Villares,Granite-related,Perigranitic,≥300 - <1000,≥0.01 - <0.05
Spain,4255,Villares North,Granite-related,Perigranitic,≥25 - <300,≥0.01 - <0.05
Spain,611,Zarcina,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Spain,5313,Zona 19,Granite-related,Perigranitic,≥300 - <1000,≥0.01 - <0.05
Spain,5317,Zona 35,Granite-related,Perigranitic,≥300 - <1000,≥0.01 - <0.05
Spain,1310,Zona 7,Granite-related,Perigranitic,≥10000 - <25000,≥0.05 - <0.10
Sweden,5976,Abborrviken,Metasomatite,Na-metasomatite,≥25 - <300,≥0.05 - <0.10
Sweden,5977,Arresaive,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
Sweden,4480,Bjorklund,Granite-related,Endogranitic,≥300 - <1000,≥0.10 - <0.20
Sweden,1217,Bjorkramyran,Metasomatite,Na-metasomatite,≥1000 - <2500,≥0.10 - <0.20
Sweden,5978,Branaberget,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.01 - <0.05
Sweden,1218,Duobblon,Volcanic-related,Stratabound,≥2500 - <5000,≥0.01 - <0.05
Sweden,5979,Duobblonbacken,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.01 - <0.05
Sweden,4637,Flistjarn,Metamorphite,Structurally-controlled,>0 - <25,≥0.05 - <0.10
Sweden,5980,Gippertrasket,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.01 - <0.05
Sweden,1659,Haggan,Black shale,Stratiform,≥100000 - <1000000,≥0.01 - <0.05
Sweden,5981,Harrejokk,Metasomatite,Na-metasomatite,≥25 - <300,≥0.05 - <0.10
Sweden,5982,Höksjön,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Sweden,1219,Klappibacken,Granite-related,Endogranitic,≥1000 - <2500,≥0.05 - <0.10
Sweden,1220,Kvarnan,Metamorphite,Stratabound,≥1000 - <2500,≥0.05 - <0.10
Sweden,5983,Labbas 1,Intrusive,,≥25 - <300,≥0.10 - <0.20
Sweden,5984,Långträsk,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
Sweden,1221,LJuthatten,Granite-related,Endogranitic,≥1000 - <2500,≥0.20 - <0.50
Sweden,7119,Maarvicken,Intrusive,Anatectic pegmatite-alaskite,≥25 - <300,≥0.05 - <0.10
Sweden,5985,Maffe,Metasomatite,Na-metasomatite,≥25 - <300,≥0.10 - <0.20
Sweden,5986,Manak S,Intrusive,Anatectic pegmatite-alaskite,>0 - <25,≥0.05 - <0.10
Sweden,1891,Marby,Black shale,Stratiform,≥10000 - <25000,≥0.01 - <0.05
Sweden,7120,Masugnsbyn,Surficial,Peat-bog,>0 - <25,≥0.01 - <0.05
Sweden,1311,MMS Vicken,Black shale,Stratiform,≥100000 - <1000000,≥0.01 - <0.05
Sweden,1980,Narke,Black shale,Stratiform,≥100000 - <1000000,≥0.01 - <0.05
Sweden,1222,Nojdfjallet,Granite-related,Endogranitic,≥300 - <1000,≥0.05 - <0.10
Sweden,5987,Nöjdfjället SO,Granite-related,Endogranitic,≥300 - <1000,≥0.10 - <0.20
Sweden,5988,Norr Döttern 2,Metamorphite,Structurally-controlled,≥25 - <300,≥1.00 - <5.00
Sweden,5989,Olserum,Metasomatite,,≥2500 - <5000,≥0.01 - <0.05
Sweden,1892,Palang,Metamorphite,Structurally-controlled,≥1000 - <2500,≥0.01 - <0.05
Sweden,621,Pleutajokk,Metasomatite,Na-metasomatite,≥5000 - <10000,≥0.10 - <0.20
Sweden,5990,Rabnatrasket,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.01 - <0.05
Sweden,622,Ranstad,Black shale,Stratiform,≥1000000,≥0.01 - <0.05
Sweden,5052,Ravaberget,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Sweden,7121,Ravinen,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Sweden,1223,Sagtjarn,Intrusive,,≥300 - <1000,≥0.05 - <0.10
Sweden,5129,Sjaule,Metamorphite,Structurally-controlled,>0 - <25,≥0.05 - <0.10
Sweden,1224,Skuppesavon,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.05 - <0.10
Sweden,5991,Stabutrasket,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.01 - <0.05
Sweden,5992,Staverberget,Intrusive,,≥25 - <300,≥0.50 - <1.00
Sweden,7122,Stenjoan,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
Sweden,5993,Stensjödalen,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
Sweden,5994,Stensjöfjället,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
Sweden,5995,Storsjon District,Black shale,Stratiform,≥1000000,≥0.01 - <0.05
Sweden,1225,Tasjo District,Phosphate,Minerochemical phosphorite,≥25000 - <50000,≥0.01 - <0.05
Sweden,5996,Tresjöarna,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
Sweden,5997,Virka ,Metasomatite,Na-metasomatite,>0 - <25,≥0.05 - <0.10
Switzerland,4451,Balaye,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
Switzerland,4560,Col des Mines - Le Fou,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.05 - <0.10
Switzerland,7118,Langtjarn,Granite-related,Endogranitic,≥300 - <1000,≥0.05 - <0.10
Switzerland,4828,Les Marecottes-La Creusat,Granite-related,Perigranitic,>0 - <25,≥0.20 - <0.50
Switzerland,4931,Nendaz Reries,Metamorphite,Structurally-controlled,≥25 - <300,≥0.01 - <0.05
Switzerland,4952,Oberrer Plattnerboden,Volcanic-related,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Syrian Arab Republic,1424,Al-Awabed ,Phosphate,Minerochemical phosphorite,≥10000 - <25000,>0 - <0.01
Syrian Arab Republic,7074,Al-Rakheem,Phosphate,Minerochemical phosphorite,≥2500 - <5000,>0 - <0.01
Syrian Arab Republic,7075,Al-Sharquieh,Phosphate,Minerochemical phosphorite,≥5000 - <10000,>0 - <0.01
Syrian Arab Republic,5579,Khneifiss,Phosphate,Minerochemical phosphorite,≥25000 - <50000,≥0.01 - <0.05
Syrian Arab Republic,7076,Sawwanah,Phosphate,Minerochemical phosphorite,≥25000 - <50000,>0 - <0.01
Syrian Arab Republic,5580,Syrian Desert (5 deposits),Phosphate,Minerochemical phosphorite,≥10000 - <25000,>0 - <0.01
Tajikistan,623,Adrasman ,Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
Tajikistan,4749,Keektal,Granite-related,Perigranitic,,
Tajikistan,624,Taboshary,Granite-related,Endogranitic,≥1000 - <2500,≥0.10 - <0.20
Thailand,5582,Bang San Tea,Surficial,Placer,≥25 - <300,>0 - <0.01
Thailand,5583,Doi Chang,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Thailand,5584,Doi Tao,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
Thailand,5585,Huai Haeng,Surficial,Placer,≥300 - <1000,>0 - <0.01
Thailand,7440,Huai Mai Song,Surficial,Placer,≥2500 - <5000,>0 - <0.01
Thailand,7441,Hwa No,Surficial,Placer,≥10000 - <25000,>0 - <0.01
Thailand,5586,Khao Sai Daeng,Surficial,Placer,≥300 - <1000,>0 - <0.01
Thailand,7442,La-ub,Surficial,Placer,≥25000 - <50000,>0 - <0.01
Thailand,5587,Lom Put,Surficial,Placer,≥1000 - <2500,>0 - <0.01
Thailand,7443,Mae Hump kok,Surficial,Placer,≥10000 - <25000,>0 - <0.01
Thailand,7444,Mae Lan Daungchang,Surficial,Placer,≥300 - <1000,>0 - <0.01
Thailand,5588,Nam Rop,Surficial,Placer,≥300 - <1000,>0 - <0.01
Thailand,5589,Nang Lae,Surficial,Placer,≥25000 - <50000,>0 - <0.01
Thailand,7445,Pam Bok,Surficial,Placer,≥10000 - <25000,>0 - <0.01
Thailand,5590,Phu Maung,Surficial,Placer,≥25 - <300,>0 - <0.01
Thailand,4988,Phu Wiang,Sandstone,Tabular,>0 - <25,≥0.05 - <0.10
Thailand,7446,Pongkhao Watchan,Surficial,Placer,≥10000 - <25000,>0 - <0.01
Thailand,5591,Sang Sombun,Surficial,Placer,≥300 - <1000,>0 - <0.01
Thailand,7447,Yangkok,Surficial,Placer,≥10000 - <25000,>0 - <0.01
Tunisia,1995,Gafsa-Metlaoui District,Phosphate,Minerochemical phosphorite,≥25000 - <50000,>0 - <0.01
Türkiye,7448,Arapsu,Metamorphite,Structurally-controlled,≥25 - <300,≥0.01 - <0.05
Türkiye,1425,Aydin-Kocarli,Sandstone,Basal Channel,≥25 - <300,≥0.01 - <0.05
Türkiye,5602,Aydin-Soke,Metamorphite,Structurally-controlled,≥1000 - <2500,≥0.05 - <0.10
Türkiye,7799,Bolkardagi,Surficial,Lateritic,≥25 - <300,>0 - <0.01
Türkiye,5596,Cetinbas,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Türkiye,7449,Cukurovasi,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Türkiye,7450,Deliler,Sandstone,Tabular,≥1000 - <2500,≥0.05 - <0.10
Türkiye,628,Demirtepe-Cavdar,Metamorphite,Structurally-controlled,≥1000 - <2500,≥0.05 - <0.10
Türkiye,1718,Ecinlitas,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Türkiye,629,Fakili,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
Türkiye,5597,Kargicak,Metamorphite,Structurally-controlled,>0 - <25,≥0.05 - <0.10
Türkiye,1719,Kasar,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Türkiye,5598,Kayran,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Türkiye,4760,Kisir-Osmankuy,Metamorphite,Structurally-controlled,>0 - <25,≥0.01 - <0.05
Türkiye,5599,Kocabogaz,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Türkiye,5600,Kocaduz,Carbonate,Structurally-controlled,≥300 - <1000,≥0.01 - <0.05
Türkiye,4801,Kucukkuyu,Volcanic-related,Volcano-sedimentary,≥25 - <300,≥0.05 - <0.10
Türkiye,7451,Nevsehir-Dadag,Carbonate,Structurally-controlled,≥25 - <300,≥0.01 - <0.05
Türkiye,5601,Salihli-Koprubasi (Manisa-Koprubasi),Sandstone,Tabular,≥2500 - <5000,≥0.01 - <0.05
Türkiye,5105,Sebinkarahisar,Sandstone,Basal Channel,≥25 - <300,≥0.01 - <0.05
Türkiye,1720,Tasharman,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
Türkiye,1784,Temrezli,Sandstone,Tabular,≥5000 - <10000,≥0.05 - <0.10
Türkiye,5603,Tomasa,Sandstone,Tabular,>0 - <25,≥0.01 - <0.05
Türkiye,5604,Topalli ,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Türkiye,5199,Tulluce,Sandstone,Tabular,>0 - <25,≥0.01 - <0.05
Türkiye,7452,Tulu Tepe,Sandstone,Tabular,≥1000 - <2500,≥0.05 - <0.10
Türkiye,5605,Usak-Esme,Surficial,Lacustrine-playa,≥300 - <1000,≥0.01 - <0.05
Türkiye,5606,Yardere,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
Türkiye,632,Yozgat-Sorgun,Sandstone,Basal Channel,≥5000 - <10000,≥0.10 - <0.20
Turkmenistan,1584,Amanbulak,Sandstone,Tectonic-lithologic,≥300 - <1000,≥0.10 - <0.20
Turkmenistan,625,Bailik,Black shale,Structurally-controlled,≥5000 - <10000,≥0.01 - <0.05
Turkmenistan,1566,Novodgodny,Sandstone,Tabular,≥1000 - <2500,≥0.01 - <0.05
Turkmenistan,626,Sernoye,Sandstone,Tectonic-lithologic,≥5000 - <10000,≥0.20 - <0.50
Uganda,5607,Sukulu,Intrusive,Plutonic,≥2500 - <5000,>0 - <0.01
Ukraine,633,Adamivske,Lignite-coal,Structurally-controlled,≥2500 - <5000,≥0.10 - <0.20
Ukraine,4400,Andriiivske,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.05 - <0.10
Ukraine,4391,Annovske,Metasomatite,Na-metasomatite,≥2500 - <5000,≥0.05 - <0.10
Ukraine,7453,Aprelevske,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.05 - <0.10
Ukraine,7454,Barbasovskoe,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,5608,Bekarivske,Metasomatite,Na-metasomatite,,≥0.05 - <0.10
Ukraine,634,Berekske,Lignite-coal,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
Ukraine,7455,Bereznanskoye,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,635,Bratske,Sandstone,Basal Channel,≥1000 - <2500,≥0.01 - <0.05
Ukraine,639,Chervonooskolske,Lignite-coal,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
Ukraine,636,Chervonoyarske,Sandstone,Basal Channel,≥300 - <1000,≥0.05 - <0.10
Ukraine,637,Devladivske,Sandstone,Basal Channel,≥1000 - <2500,≥0.05 - <0.10
Ukraine,5291,Dibrovskiy,Paleo-quartz-pebble conglomerate,U-dominant,≥1000 - <2500,≥0.01 - <0.05
Ukraine,7456,Dibrovskoye,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,4320,Dokuchaevske,Metasomatite,Na-metasomatite,,
Ukraine,5609,East-Annovske East,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,4621,Elenivske,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Ukraine,4663,Geikovske,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,7457,Guliaypolskoye,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,5610,Gulyjpilske,Metasomatite,Na-metasomatite,,≥0.05 - <0.10
Ukraine,1721,Gurevskoye,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
Ukraine,4324,Hannivka,Metasomatite,Na-metasomatite,,
Ukraine,4315,Hnativske,Metasomatite,Na-metasomatite,,
Ukraine,638,Kalynivske,Intrusive,,≥5000 - <10000,≥0.05 - <0.10
Ukraine,4757,Khrystoforivske,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Ukraine,4758,Khutorskoye,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Ukraine,4392,Kirovskii,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.05 - <0.10
Ukraine,4401,Kohanivske,Metasomatite,Na-metasomatite,,
Ukraine,4390,Krasnogvardeiske,Metasomatite,Na-metasomatite,,
Ukraine,4793,Krasnoyarske,Lignite-coal,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
Ukraine,4326,Kremenchugske,Metasomatite,Na-metasomatite,,
Ukraine,4796,Krinichanske,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Ukraine,4394,Kurnikoskoye-West,Metasomatite,Na-metasomatite,,
Ukraine,4321,Kvitneve,Metasomatite,Na-metasomatite,≥5000 - <10000,≥0.05 - <0.10
Ukraine,5611,Lagodovske,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,4323,Lelekivske,Metasomatite,Na-metasomatite,,
Ukraine,4387,Likhmanovske,Metasomatite,Na-metasomatite,,
Ukraine,4325,Lisne,Metasomatite,Na-metasomatite,,
Ukraine,4289,Litne,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.05 - <0.10
Ukraine,640,Lozuvativske,Intrusive,,≥1000 - <2500,≥0.05 - <0.10
Ukraine,641,Makarivske,Sandstone,Tabular,≥1000 - <2500,≥0.05 - <0.10
Ukraine,4397,Manuiylivske,Metasomatite,Na-metasomatite,,
Ukraine,4878,Markovskoye,Lignite-coal,Stratiform,≥1000 - <2500,≥0.05 - <0.10
Ukraine,642,Michurinske,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.05 - <0.10
Ukraine,4898,Mykhailivske  ,Sandstone,Basal Channel,≥25000 - <50000,≥0.01 - <0.05
Ukraine,643,Mykolaivske,Sandstone,Basal Channel,≥1000 - <2500,≥0.05 - <0.10
