Country,Deposit ID,Deposit Name,Deposit Type,Deposit Subtype,Resource Range,Grade Range (Teor)
Ukraine,644,Mykolo-Kozelske,Paleo-quartz-pebble conglomerate,U-dominant,≥1000 - <2500,≥0.01 - <0.05
Ukraine,645,Novohuriivske,Sandstone,Basal Channel,≥1000 - <2500,≥0.01 - <0.05
Ukraine,1240,Novokostyantynivske,Metasomatite,Na-metasomatite,≥50000 - <100000,≥0.10 - <0.20
Ukraine,4396,Novopavdovske,Metasomatite,Na-metasomatite,,
Ukraine,4317,Partyzanske,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.05 - <0.10
Ukraine,646,Pershotravneve,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.10 - <0.20
Ukraine,4984,Petromykhailivske,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Ukraine,1241,Pidhajtsivske,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.05 - <0.10
Ukraine,4996,Pivdenne,Intrusive,Anatectic pegmatite-alaskite,≥300 - <1000,≥0.10 - <0.20
Ukraine,4318,Pivdennokonoplyanske,Metasomatite,Na-metasomatite,,
Ukraine,4319,Pivnichnokonoplyanske,Metasomatite,Na-metasomatite,,
Ukraine,4399,Podgaitsevskoye,Metasomatite,Na-metasomatite,,
Ukraine,5046,Rakhmanivske,Paleo-quartz-pebble conglomerate,U-dominant,≥300 - <1000,≥0.01 - <0.05
Ukraine,5612,Rizdvanivske,Lignite-coal,,,≥0.05 - <0.10
Ukraine,647,Sadove,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Ukraine,648,Safonivske,Sandstone,Basal Channel,≥2500 - <5000,≥0.01 - <0.05
Ukraine,4322,Schorsivske,Metasomatite,Na-metasomatite,,
Ukraine,7458,Sergeevskoye,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,649,Severinivske,Metasomatite,Na-metasomatite,≥50000 - <100000,≥0.05 - <0.10
Ukraine,5613,Solodkivske,Lignite-coal,,,≥0.05 - <0.10
Ukraine,4393,Stankovatskaya,Metasomatite,Na-metasomatite,,
Ukraine,4398,Steblevskaya,Metasomatite,Na-metasomatite,,
Ukraine,4395,Stepne,Metasomatite,Na-metasomatite,,
Ukraine,4389,Stetchovskaya,Metasomatite,Na-metasomatite,,
Ukraine,650,Surske,Sandstone,Basal Channel,≥1000 - <2500,≥0.01 - <0.05
Ukraine,5178,Tashlykske,Sandstone,Basal Channel,≥300 - <1000,≥0.01 - <0.05
Ukraine,1239,Tsentralne,Metasomatite,Na-metasomatite,≥50000 - <100000,≥0.10 - <0.20
Ukraine,7459,Ukraine,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
Ukraine,651,Vatutinske,Metasomatite,Na-metasomatite,≥25000 - <50000,≥0.10 - <0.20
Ukraine,4388,YGOK,Metasomatite,Na-metasomatite,,
Ukraine,4316,Yuriivske,Metasomatite,Na-metasomatite,,
Ukraine,652,Yuzhnoye,Intrusive,,≥5000 - <10000,≥0.05 - <0.10
Ukraine,5292,Zalisne,Metasomatite,Na-metasomatite,,≥0.05 - <0.10
Ukraine,653,Zhovtorichenske,Metasomatite,Na-metasomatite,≥10000 - <25000,≥0.10 - <0.20
United Kingdom,7460,Carnmeal,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7461,Geevor,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7462,Grylls,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7463,Herland,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7464,Needle's Eye,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7465,Ousdale,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
United Kingdom,7466,Rosewarne,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7467,Roskrow United,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,5142,South Terras,Granite-related,Perigranitic,≥300 - <1000,≥1.00 - <5.00
United Kingdom,7468,South Wheal Bassett,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7469,St Aubin,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,5146,St Austell Consols,Granite-related,Perigranitic,>0 - <25,≥1.00 - <5.00
United Kingdom,7470,St Yves Consols,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7471,Stromness,Phosphate,,≥300 - <1000,≥0.05 - <0.10
United Kingdom,7472,Trannak,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7473,Trewanas Head,Granite-related,Endogranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7474,Wheal Betsy,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7475,Wheal Bray,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7476,Wheal Edward,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7477,Wheal James,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,5253,Wheal Providence,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,5254,Wheal Trenwith,Granite-related,Perigranitic,≥300 - <1000,≥0.50 - <1.00
United Kingdom,7478,Wheal Unity,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Kingdom,7479,Wheel Speed,Granite-related,Perigranitic,>0 - <25,≥0.50 - <1.00
United Republic of Tanzania,5814,Corral Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United Republic of Tanzania,6833,Largo,Carbonate,Structurally-controlled,>0 - <25,≥0.10 - <0.20
United Republic of Tanzania,1893,Likuyu North,Sandstone,Tabular,≥1000 - <2500,≥0.01 - <0.05
United Republic of Tanzania,1289,Manyoni District-Zone A ,Surficial,,≥1000 - <2500,≥0.01 - <0.05
United Republic of Tanzania,1836,Manyoni District-Zone C 1,Surficial,,≥5000 - <10000,≥0.01 - <0.05
United Republic of Tanzania,1837,Manyoni District-Zone C West,Surficial,,≥300 - <1000,≥0.01 - <0.05
United Republic of Tanzania,1838,Manyoni District-Zone E,Surficial,,≥1000 - <2500,≥0.01 - <0.05
United Republic of Tanzania,1839,Manyoni District-Zone F,Surficial,,≥300 - <1000,≥0.01 - <0.05
United Republic of Tanzania,1840,Manyoni District-Zone G,Surficial,,≥300 - <1000,≥0.01 - <0.05
United Republic of Tanzania,1894,Minjingu,Phosphate,Organic phosphorite,≥2500 - <5000,≥0.01 - <0.05
United Republic of Tanzania,1827,Mtonya,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
United Republic of Tanzania,1290,Nyota,Sandstone,Tabular,≥50000 - <100000,≥0.01 - <0.05
United Republic of Tanzania,6899,Waban,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,7480,2 14 10 SWQ,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
United States of America,7481,2nd National Bank,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7482,45-90,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7483,A + B Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7484,A 1 Extension,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5630,A Group (IRSM),Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6908,A Tolino Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5631,Abajo Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,654,Abe  Group,Sandstone,Basal Channel,≥300 - <1000,≥0.20 - <0.50
United States of America,1426,Acadia-Cochrane,Sandstone,Rollfront,≥1000 - <2500,≥0.10 - <0.20
United States of America,6909,Aceite,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5632,Ackerman Lease,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5633,Adak + Equinox,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,5634,AEC Group,Sandstone,Tabular,≥300 - <1000,≥0.20 - <0.50
United States of America,5635,Agate Group,Sandstone,Tabular,>0 - <25,≥0.50 - <1.00
United States of America,1895,Aladdin,Sandstone,Rollfront,≥300 - <1000,≥0.05 - <0.10
United States of America,5636,Ale Fraction,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7485,Alice,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5637,Aljob Group,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
United States of America,5638,All Stars,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,7486,Allemand Ross - Bear Creek,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
United States of America,4432,Allemand Ross - Sand Draw,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,5639,Allen ,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5640,Allen 2,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,5641,Allor Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6774,Alma Group,Sandstone,Rollfront,>0 - <25,≥0.20 - <0.50
United States of America,5642,Alma-Seegan,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,5643,Almost,Sandstone,Basal Channel,≥25 - <300,≥0.20 - <0.50
United States of America,7487,Alta (Paradox),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5644,Alta Group,Sandstone,Rollfront,>0 - <25,≥0.20 - <0.50
United States of America,655,Alta Mesa,Sandstone,Rollfront,≥1000 - <2500,≥0.10 - <0.20
United States of America,5645,Altair,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,1567,Ambrosia Lake URI,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,5646,American Eagle Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,658,Anderson Mine,Volcanic-related,Volcano-sedimentary,≥10000 - <25000,≥0.01 - <0.05
United States of America,1745,Andria Group,Sandstone,Rollfront,≥300 - <1000,≥0.05 - <0.10
United States of America,5647,Ann (SW Lisbon Valley),Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6910,Ann 1,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,1428,Ann Lee Mine,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,5648,Anna May 1,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,7488,Anomaly 119,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7489,Anomaly D 28,Sandstone,Rollfront,>0 - <25,≥0.10 - <0.20
United States of America,7490,Anomaly D 7,Sandstone,Rollfront,>0 - <25,≥0.20 - <0.50
United States of America,1429,Antelope ,Sandstone,Rollfront,≥2500 - <5000,≥0.01 - <0.05
United States of America,6911,Antelope Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,1430,Apex,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
United States of America,7491,April (Bull Canyon),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6912,April Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5650,Arcturus,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,2001,Area 5,Sandstone,Rollfront,≥300 - <1000,≥0.10 - <0.20
United States of America,659,Arizona 1,Collapse breccia pipe,,≥300 - <1000,≥0.50 - <1.00
United States of America,5652,Arrowhead (Copper Mtn.),Granite-related,Perigranitic,≥25 - <300,≥0.10 - <0.20
United States of America,5653,Arrowhead (Gateway),Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,5654,Arrowhead (Uravan),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,1746,Artillery Peak,Sandstone,Tabular,≥1000 - <2500,≥0.01 - <0.05
United States of America,5655,Ascension Mine,Metamorphite,Structurally-controlled,>0 - <25,≥0.20 - <0.50
United States of America,6776,Ash,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5656,At 05 1-36,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6913,Atlas Lone Mesa Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5657,Atomic King,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6777,Aubrey Ladwig,Metamorphite,Structurally-controlled,>0 - <25,≥0.20 - <0.50
United States of America,1431,Aurora,Volcanic-related,Structurally-controlled,≥10000 - <25000,≥0.01 - <0.05
United States of America,5658,Austin (Uravan),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7492,Austin Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6778,Ava Jay,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5659,Avalanche Group,Sandstone,Basal Channel,≥25 - <300,≥0.20 - <0.50
United States of America,5660,Avis Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,5661,Aztec Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6779,B + I,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,5662,Babe Ruth,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5663,Baby Fawn,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5664,Bacardi Cutler,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,5665,Bachelor,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,5666,Badger (Paradox),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6780,Badger (Uravan),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7493,Badlands,Sandstone,Rollfront,≥25 - <300,≥0.05 - <0.10
United States of America,5667,Bagger,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7494,Baker Group,Sandstone,Rollfront,>0 - <25,≥0.10 - <0.20
United States of America,6914,Baker Incline,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5668,Bald Eagle,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5669,Baranko Lease,Lignite-coal,,>0 - <25,≥0.01 - <0.05
United States of America,5670,Barbara J Group,Carbonate,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
United States of America,1568,Barber,Sandstone,Rollfront,≥5000 - <10000,≥0.01 - <0.05
United States of America,5671,Barge,Sandstone,Rollfront,≥1000 - <2500,≥0.01 - <0.05
United States of America,5672,Bargmann Tract,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7495,Barker + Howell 2,Sandstone,Tabular,>0 - <25,≥0.05 - <0.10
United States of America,5673,Bart Group,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,7851,Bartow (IMC),Phosphate,Minerochemical phosphorite,≥25 - <300,>0 - <0.01
United States of America,7852,Bartow (UG-USA),Phosphate,Minerochemical phosphorite,≥25 - <300,>0 - <0.01
United States of America,5674,Basin Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5675,Beacon Hill Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,5676,Bean Patch Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,5677,Bear Creek (Placerville),Sandstone,Tabular,>0 - <25,≥0.01 - <0.05
United States of America,660,Bear Creek Mines,Sandstone,Rollfront,≥1000 - <2500,≥0.05 - <0.10
United States of America,5678,Beaver (Colorado),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5679,Beaver (Deer Creek - Utah),Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,5680,Becenti,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,7496,Bee,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5681,Begay Group,Lignite-coal,,>0 - <25,≥0.01 - <0.05
United States of America,5682,Beickerr-Si-Zamzow,Sandstone,Rollfront,≥25 - <300,≥0.05 - <0.10
United States of America,5683,Belmont Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6915,Ben 1,Sandstone,Tabular,>0 - <25,≥0.50 - <1.00
United States of America,661,Benavides,Sandstone,Rollfront,≥300 - <1000,≥0.05 - <0.10
United States of America,5684,Benavides-Bruni,Sandstone,Rollfront,≥300 - <1000,≥0.05 - <0.10
United States of America,6916,Bench Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6781,Benham,Sandstone,Tabular,≥25 - <300,≥0.01 - <0.05
United States of America,7497,Bernabe-Montano,Sandstone,Tabular,≥5000 - <10000,≥0.05 - <0.10
United States of America,5685,Bernard,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5686,Bessie Group,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,5687,Better Be Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6782,Betty A ,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5688,Betty Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,7498,Betty Group (Pumpkin Buttes),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5689,Betty Jean,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5690,Betty Lou Group,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,5691,BG Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,5692,BH Hall,Sandstone,Rollfront,>0 - <25,≥0.10 - <0.20
United States of America,663,Big Buck,Sandstone,Tabular,≥2500 - <5000,≥0.20 - <0.50
United States of America,7499,Big Bull,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5693,Big Chief (Monument Valley),Sandstone,Basal Channel,≥25 - <300,≥0.10 - <0.20
United States of America,5694,Big Dick,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,916,Big Eagle,Sandstone,Tabular,≥1000 - <2500,≥0.05 - <0.10
United States of America,664,Big Eagle Phase 2 / Green Mountain,Sandstone,Tabular,≥5000 - <10000,≥0.20 - <0.50
United States of America,7500,Big Four 2,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,7501,Big Jim Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5695,Big Joe,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7502,Big Louie 1,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5696,Big Mitt,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5697,Big Seven,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5698,Bigler H L,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,5699,Bill Baddy,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5700,Billy Dale 1,Lignite-coal,,≥25 - <300,≥0.01 - <0.05
United States of America,7503,Billy The Kid,Carbonate,Structurally-controlled,>0 - <25,≥0.05 - <0.10
United States of America,1897,Bing,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
United States of America,1432,Bingham Canyon,Intrusive,Plutonic,≥25000 - <50000,>0 - <0.01
United States of America,5701,Birthday (Cottonwood Wash),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6783,Birthday (Green River),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,668,Bison Basin,Sandstone,Rollfront,≥1000 - <2500,≥0.05 - <0.10
United States of America,5702,Bitter Creek,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6917,Black Ape Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5703,Black Dinah,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6784,Black Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5704,Black Hat,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,7504,Black Hawk Mine (Eastern Margin),Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
United States of America,5705,Black Hawk-Bunny,Carbonate,Structurally-controlled,>0 - <25,≥0.10 - <0.20
United States of America,5706,Black Jack (Slick Rock),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5707,Black Jack (Thompsons),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,1433,Black Jack 1,Sandstone,Tabular,≥2500 - <5000,≥0.10 - <0.20
United States of America,5708,Black Jack 2,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,5709,Black Mama Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,5710,Black Rock,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6918,Black Rock Point,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5711,Black Spider - Red Ant,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6919,Black Star - Blue Streak,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5712,Black Stone Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,5713,Black Streak Yellow Bird,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5714,Black Tom,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5715,Black Water,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,5716,Blackburn,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,5717,Blackfoot,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6920,Blarco,Sandstone,,>0 - <25,≥0.05 - <0.10
United States of America,7505,Bliss,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5718,Blitz,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5719,Block 8 ML 37,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6921,Block K,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6922,Blue Bird  (Dry Valley),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6923,Blue Bird (Gateway),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6785,Blue Bird (Uravan),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7506,Blue Buck,Sandstone,Rollfront,>0 - <25,≥0.10 - <0.20
United States of America,5720,Blue Cap,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,5721,Blue Clay (Dry Valley),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7508,Blue Goose (Cane Creek),Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,7509,Blue Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5722,Blue Jay (Cane Creek),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6786,Blue Jay (White Canyon),Sandstone,Basal Channel,≥25 - <300,≥0.10 - <0.20
United States of America,5724,Blue Lizard,Sandstone,Basal Channel,≥25 - <300,≥0.10 - <0.20
United States of America,5725,Blue Peak,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,5726,Blue Ribbon Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
